Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Forbes,@Forbes,2024-06-26T20:18:00.000Z,True,"Ever heard of JL Properties? Two of the wealthiest real estate families in the United States live in Alaska, with an estimated $2 billion worth of skyscrapers, homes, and other spaces in their portfolio. https://trib.al/2qEHlL3",1,0,8,9752,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1806059356661694794,1806059356661694794
The Daily Show,@TheDailyShow,2024-06-26T12:02:25.000Z,True,"Oh no, Infowars is dead. But now how will we know which vaccines turn you gay? ",76,908,4166,191896,[],['@michaelkosta'],[],https://pbs.twimg.com/profile_images/1625987909797961730/1TPubYPv_normal.jpg,https://x.com/TheDailyShow/status/1805934639590043803,1805934639590043803
NikonUSA,@NikonUSA,2024-06-26T19:36:03.000Z,True,"Here's your final chance to stand out in creativity and style this summer!

Carry a free Gaston Luga bag when you purchase of Nikon Z f until June 30th:  https://bit.ly/4a8BAeUTerms and conditions apply. Offer valid 5/1/24 - 6/30/24.",0,5,18,1364,[],[],[],https://pbs.twimg.com/profile_images/1201611198766178306/ax2fIZV1_normal.jpg,https://x.com/NikonUSA/status/1806048801834360938,1806048801834360938
World Health Organization (WHO),@WHO,2024-06-26T08:38:12.000Z,True,"Our latest report shows 1.8 billion adults lack physical activity, raising the risks for noncommunicable diseases like cardiovascular disease, type 2 #diabetes & certain types of #cancer.https://bit.ly/45NuQCE",33,115,176,70931,"['#diabetes', '#cancer']",[],[],https://pbs.twimg.com/profile_images/1572512818796335105/YF_H68EL_normal.jpg,https://x.com/WHO/status/1805883249232613702,1805883249232613702
New York Post,@nypost,2024-06-26T20:29:30.000Z,True,JK Rowling read the pilot script for HBO’s ‘Harry Potter’ TV show — here’s her reaction https://trib.al/Pp62kAf,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1806062251788365869,1806062251788365869
Digital Camera World,@DigitalCameraW,2024-06-26T20:17:32.000Z,True,Fujifilm GFX 100S II vs GFX 100 II https://trib.al/90v0VFG,0,0,0,345,[],[],[],https://pbs.twimg.com/profile_images/899955737782358016/IRvxvGnT_normal.jpg,https://x.com/DigitalCameraW/status/1806059240819232818,1806059240819232818
Mychael Schnell,@mychaelschnell,2024-06-26T20:00:00.000Z,False,"New: Rep. Jamaal Bowman’s (D-NY) ouster underscores political danger for progressives.

“Losing a member of the CPC does chip away at the progressive movement,”  told .

More reaction to Bowman’s loss w/ ",4,5,11,5396,[],"['@RepMaxwellFrost', '@thehill', '@HCTrudo']",[],https://pbs.twimg.com/profile_images/1389395311215448076/lxgxp20y_normal.jpg,https://x.com/mychaelschnell/status/1806054829594124546,1806054829594124546
Prof Photography,@prophotomag,2024-06-26T20:26:42.000Z,False,Mous 25L Backpack review: ideal for photographers and video editors,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/809392179881902080/PhnIZTJ4_normal.jpg,https://x.com/prophotomag/status/1806061548714041735,1806061548714041735
Light Stalking,@LightStalking,2022-03-29T04:30:00.000Z,True,,0,9,55,View,[],[],[],https://pbs.twimg.com/profile_images/1262996669173399553/p1p6UMdH_normal.jpg,https://x.com/LightStalking/status/1508662735227154435,1508662735227154435
Bloomberg Economics,@economics,2024-06-26T19:50:25.000Z,True,"Currencies from Colombia, Brazil Lead Emerging Peers Lower https://trib.al/mV9HfyF",0,0,2,2222,[],[],[],https://pbs.twimg.com/profile_images/1631744875346493465/vMT_bQcA_normal.jpg,https://x.com/economics/status/1806052416019718344,1806052416019718344
Al Jazeera English Podcasts,@AJEPodcasts,2024-06-26T15:38:58.000Z,True,"“The nepotism is so profound and so in your face that people say they just can't take it anymore.”

The protests in Kenya started out peaceful, but they’ve turned deadly. What ignited these demonstrations?#TheTake hears from ’s : http://aj.audio/TheTake-918",1,23,47,19386,['#TheTake'],"['@AJEnglish', '@virtualzein']",['\\U0001f3a7'],https://pbs.twimg.com/profile_images/1518485948673269761/ZY6fcqg8_normal.jpg,https://x.com/AJEPodcasts/status/1805989135917678845,1805989135917678845
人民日報 People's Daily,@PDChinese,2024-06-26T19:40:00.000Z,True,【雲南大理蒼山發現一個植物新物種】記者從雲南省大理大學獲悉，科研人員在大理蒼山發現一個鳶尾屬植物新物種，命名為蒼山鳶尾。該成果日前在國際學術期刊《北歐植物學雜志》上發表。,0,0,9,542,[],[],[],https://pbs.twimg.com/profile_images/1246467753252474880/KHLBAK4__normal.jpg,https://x.com/PDChinese/status/1806049793380393299,1806049793380393299
美国之音中文网,@VOAChinese,2024-06-26T20:02:29.000Z,True,世界媒体看中国 - 电动汽车与贸易形势,0,1,2,1245,[],[],[],https://pbs.twimg.com/profile_images/1643258528218349572/KyNj6ump_normal.jpg,https://x.com/VOAChinese/status/1806055451382948087,1806055451382948087
Daily Mail Online,@MailOnline,2024-06-26T20:28:59.000Z,True,JK Rowling says the new Harry Potter TV series 'will more than live up to expectations' as Warner Bros announce Game Of Thrones and Succession stars as producers https://trib.al/RblZemb,0,0,1,77,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806062121538502902,1806062121538502902
Barron's,@barronsonline,2024-06-26T19:49:29.000Z,True,"FedEx Soars on Earnings, Strategic Review. Just Don’t Confuse It for Economic Strength.",0,1,1,2083,[],[],[],https://pbs.twimg.com/profile_images/1400867183333412864/LO1NDNpM_normal.jpg,https://x.com/barronsonline/status/1806052180811489581,1806052180811489581
"Russian Embassy, UK",@RussianEmbassy,2024-06-26T19:24:23.000Z,True,"The British government and judicial system will forever bear the responsibility for the more than five years that Julian Assange spent in the harshest conditions of solitary confinement in a high-security prison, conditions more befitting terrorists, and the repercussions this",16,52,112,8828,[],[],[],https://pbs.twimg.com/profile_images/1780324454398119937/XZ-xNyW5_normal.jpg,https://x.com/RussianEmbassy/status/1806045863359484171,1806045863359484171
新唐人電視台,@NTDChinese,2024-06-26T19:46:44.000Z,True,中共「罰款經濟」越來越荒唐。廣州交警對兩名騎共享電動車的男子罰款，理由是「沒牌照」。路人質問「沒牌照為什麽允許運營」，交警答不歸他管。#新唐人,0,0,1,148,['#新唐人'],[],[],https://pbs.twimg.com/profile_images/492362913621876736/XbmYyxX1_normal.jpeg,https://x.com/NTDChinese/status/1806051488403231050,1806051488403231050
PetaPixel,@petapixel,2024-06-26T19:40:00.000Z,True,Turn your smartphone into a Micro Four Thirds camera system with SwitchLens.,1,0,3,1431,[],[],[],https://pbs.twimg.com/profile_images/1654151618051584000/xNXGQnAs_normal.jpg,https://x.com/petapixel/status/1806049793539444787,1806049793539444787
CBS Evening News,@CBSEveningNews,2024-06-26T20:00:00.000Z,True,Video shows iconic home on Rapidan Dam partially collapsing into Blue Earth River in southern Minnesota,0,1,0,926,[],[],[],https://pbs.twimg.com/profile_images/1564353025245958147/3HhdTHUz_normal.png,https://x.com/CBSEveningNews/status/1806054829103493271,1806054829103493271
BBC Politics,@BBCPolitics,2024-06-26T19:36:37.000Z,True,"Labour leader Keir Starmer says the member of his party was ""suspended within minutes"" after gambling allegation

Rishi Sunak says the Conservative Party had an ""independent internal inquiry"" before taking action

Follow live: https://bbc.in/3RLKXuF",18,10,31,42314,[],[],[],https://pbs.twimg.com/profile_images/1150756359497015298/xXj2IfkW_normal.png,https://x.com/BBCPolitics/status/1806048941445710046,1806048941445710046
Jana Tauschinski,@janatausch,2024-06-26T10:37:54.000Z,False,"NEW: How the Taliban opened Afghanistan’s mines

We checked over 200 mining contracts issued since the takeover in 2021 and of the 128 that included information on contract areas, 88 show signs of activity on satellite imageryhttps://ig.ft.com/afghan-mining/",3,29,63,23746,[],[],[],https://pbs.twimg.com/profile_images/1263757377771311104/RvaB5m2w_normal.jpg,https://x.com/janatausch/status/1805913371440533533,1805913371440533533
罗玉凤,@Menghuanlangqi2,2024-06-26T13:52:54.000Z,True,"以前，外国人喜欢到华投资。是因为廉价的中国劳动力和形同虚设的《劳动法》为资本家捞钱大开方便之门。
        现在连“洋大人”都被社会主义铁拳给吓跑了，共产党终于慌了！        没了made in China,他们可怎么活啊……",20,10,84,13899,[],[],"['\\U0001f605', '\\U0001f605', '\\U0001f605', '\\U0001f62b']",https://pbs.twimg.com/profile_images/1801786845732253696/PNX0UJ_G_normal.jpg,https://x.com/Menghuanlangqi2/status/1805962442175836167,1805962442175836167
明鏡新聞網,@MingJingNews,2024-06-26T19:34:49.000Z,False,专访：李强装睡叫不醒！中国经济问题已是肿瘤，必须急诊开刀割除；李强说真话：中国已走入安宁阶段，中医只能调理疼痛｜#明镜新闻专访（20240626） https://youtu.be/chqQuvv9tO0?feature=shared… 來自 ,0,0,1,331,['#明镜新闻专访'],['@YouTube'],[],https://pbs.twimg.com/profile_images/3690746523/9f16599eb95f06d7156a79b817ee628c_normal.jpeg,https://x.com/MingJingNews/status/1806048490604105987,1806048490604105987
Bloomberg TV,@BloombergTV,2024-06-26T20:05:00.000Z,True,"-Apple
-Campbell's
-Home Depot  has today's top calls https://trib.al/DdS7HfI",0,1,2,1854,[],['@RomaineBostick'],[],https://pbs.twimg.com/profile_images/1631751904475709441/fhQng3ic_normal.jpg,https://x.com/BloombergTV/status/1806056087369429014,1806056087369429014
Inty热点新闻,@__Inty__,2024-06-26T19:39:44.000Z,True,邻居送我cherry，要我自己摘,3,1,9,1785,[],[],[],https://pbs.twimg.com/profile_images/1683004187951665153/9u75ptcg_normal.jpg,https://x.com/__Inty__/status/1806049729094251005,1806049729094251005
Yahoo Finance,@YahooFinance,2024-06-26T19:40:44.000Z,True,Tax Foundation senior economist  joins Yahoo Finance to discuss the expectations from Biden and Trump's tax policies at tomorrow's presidential debate:,2,5,7,6918,[],['@ericadyork'],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1806049979489734699,1806049979489734699
新闻调查,@xinwendiaocha,2024-06-26T19:52:53.000Z,True,,0,0,4,1415,[],[],[],https://pbs.twimg.com/profile_images/1347827975383760896/6aV1UyGk_normal.jpg,https://x.com/xinwendiaocha/status/1806053038173700351,1806053038173700351
mj(busy),@orzmjxxx,2024-06-26T15:24:18.000Z,False,Dad!!!!!! #RyomArt,18,213,816,6695,['#RyomArt'],[],[],https://pbs.twimg.com/profile_images/1800906235245686784/qF3MUD5K_normal.jpg,https://x.com/orzmjxxx/status/1805985446981480940,1805985446981480940
Ryoma Barrenwort NIJISANJI EN,@RyomaBarrenwort,2024-06-26T20:28:48.000Z,True,"OMG love this, you crushed this mj! Also you’re so fast??",1,0,18,72,[],[],[],https://pbs.twimg.com/profile_images/1803243773868253187/gQaSmVk0_normal.jpg,https://x.com/RyomaBarrenwort/status/1806062076919767528,1806062076919767528
BBC News (UK),@BBCNews,2024-06-26T20:30:47.000Z,True,Councils raise concerns over delays to postal vote forms,2,1,5,6193,[],[],[],https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_normal.jpg,https://x.com/BBCNews/status/1806062575106367751,1806062575106367751
Forbes,@Forbes,2024-06-26T20:30:13.000Z,True,The Immersive Batman Experience That's Rethinking How You Shop,0,1,5,3366,[],[],[],https://pbs.twimg.com/profile_images/1711185897415180288/lgwajQTW_normal.jpg,https://x.com/Forbes/status/1806062433603137649,1806062433603137649
CBS Evening News,@CBSEveningNews,2024-06-26T20:30:00.000Z,True,Former Republican Rep. Adam Kinzinger endorses President Biden's reelection,1,1,3,310,[],[],[],https://pbs.twimg.com/profile_images/1564353025245958147/3HhdTHUz_normal.png,https://x.com/CBSEveningNews/status/1806062379462955111,1806062379462955111
Daily Mail Online,@MailOnline,2024-06-26T20:23:01.000Z,True,"Crippled, crying and convulsing in agony, Celine Dion's illness is unwatchably cruel. But says KENNEDY, hidden in this new documentary is a message so devastating once you realize it you'll howl in misery too https://trib.al/a2c6AMN",1,2,0,3233,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806060618224431213,1806060618224431213
Financial Times,@FT,2024-06-26T20:30:18.000Z,True,"Just published: front page of the Financial Times, international edition, Thursday 27 June https://on.ft.com/3zhuSqf",0,1,5,3503,[],[],[],https://pbs.twimg.com/profile_images/931156393108885504/EqEMtLhM_normal.jpg,https://x.com/FT/status/1806062452863361094,1806062452863361094
Financial Times,@FT,2024-06-26T20:30:19.000Z,True,"Just published: front page of the Financial Times, UK edition, Thursday 27 June https://on.ft.com/45JlmZ9",0,1,5,4148,[],[],[],https://pbs.twimg.com/profile_images/931156393108885504/EqEMtLhM_normal.jpg,https://x.com/FT/status/1806062455719702833,1806062455719702833
Daily Mail Online,@MailOnline,2024-06-26T20:29:21.000Z,True,Night At The Museum actor Bill Cobbs has died aged 90 https://trib.al/PneVnUX,2,2,1,1543,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1806062214102528392,1806062214102528392
Yahoo Finance,@YahooFinance,2024-06-26T20:35:00.000Z,True,"""There just wasn't a lot of room for error,"" Synovus senior portfolio manager Dan Morgan says on $MU. ""They had to beat and raise to really drive that stock higher based on the current valuations.""",1,1,2,443,[],[],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1806063634721935488,1806063634721935488
Inty热点新闻,@__Inty__,2024-06-26T20:31:59.000Z,True,越来越紫了,0,0,3,194,[],[],[],https://pbs.twimg.com/profile_images/1683004187951665153/9u75ptcg_normal.jpg,https://x.com/__Inty__/status/1806062877016817715,1806062877016817715
自由亚洲电台,@RFA_Chinese,2024-06-26T20:30:12.000Z,True,由于中国政府强化对股市的控制政策、地缘政治局势日趋紧张，企业正在撤出中国市场。有美国媒体披露，中国企业今年首次 #公开募股（IPO）的数量恐会是十多年来最少，而部分区域的 #物流空仓率 也创近年来新高。,1,1,1,241,"['#公开募股', '#物流空仓率']",[],[],https://pbs.twimg.com/profile_images/1483174230644645898/dY1oXWhO_normal.jpg,https://x.com/RFA_Chinese/status/1806062429459390726,1806062429459390726
Financial Times,@FT,2024-06-26T20:33:00.000Z,True,Who do you think won the leaders' debate tonight?,10,11,6,5197,[],[],[],https://pbs.twimg.com/profile_images/931156393108885504/EqEMtLhM_normal.jpg,https://x.com/FT/status/1806063132470612414,1806063132470612414
The Economist,@TheEconomist,2024-06-26T20:32:05.000Z,True,"“Vladimir Putin portrays himself as the only leader who can guide Russia through this crossroads of history,” writes Stephen Covington in an essay. The leader’s “pursuit of advantage and power is unlikely to be replaced by caution in pursuit of stability”",1,0,6,8457,[],[],[],https://pbs.twimg.com/profile_images/879361767914262528/HdRauDM-_normal.jpg,https://x.com/TheEconomist/status/1806062902715019431,1806062902715019431
CNBC,@CNBC,2024-06-26T20:32:56.000Z,True,Micron shares slide after revenue forecast fails to top estimates,0,1,2,2404,[],[],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1806063114682618247,1806063114682618247
CNBC,@CNBC,2024-06-26T20:35:01.000Z,True,"Trump Media closes up nearly 8%, continuing post-sell-off rally",1,1,1,788,[],[],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1806063638844682576,1806063638844682576
Volodymyr Zelenskyy / Володимир Зеленський,@ZelenskyyUa,2024-06-26T18:34:33.000Z,True,"A strong nation is one that stays united and supports each other at all times, both in defeat and in victory.

Today, we thank Ukraine's National Football Team. Despite the unfortunate result, they fought for our country.

Our great victories are ahead—the victories of Ukraine.",420,1186,8826,170661,[],[],[],https://pbs.twimg.com/profile_images/1585550046740848642/OpGKpqx9_normal.jpg,https://x.com/ZelenskyyUa/status/1806033322336047571,1806033322336047571
